0.41,1.0,710,418,292,0.594728183741888,0.9993150666346188,0.7984317592469101,output/0.41_1.0.png,1
0.42,1.0,710,411,299,0.5919166364635526,0.9992970977388963,0.8093550990322648,output/0.42_1.0.png,1
0.43,1.0,710,404,306,0.5890339462183454,0.9992793778314866,0.8225715672885985,output/0.43_1.0.png,1
0.44,1.0,710,397,313,0.5860864167982205,0.9992616971787474,0.8400731076355321,output/0.44_1.0.png,1
0.45,1.0,710,390,320,0.5830768812825823,0.9992441145992409,0.86004408523351,output/0.45_1.0.png,1
0.46,1.0,710,383,327,0.5799745467124481,0.9992265867188647,0.8826890810142076,output/0.46_1.0.png,0
0.41,0.9,710,418,292,0.594728183741888,0.8971112403540039,0.7270357849073418,output/0.41_0.9.png,1
0.42,0.9,710,411,299,0.5919166364635526,0.8970395512363454,0.7349633559561999,output/0.42_0.9.png,1
0.43,0.9,710,404,306,0.5890339462183454,0.8969694580121513,0.7450794002967256,output/0.43_0.9.png,1
0.44,0.9,710,397,313,0.5860864167982205,0.8969006804445061,0.7593703412934225,output/0.44_0.9.png,1
0.45,0.9,710,390,320,0.5830768812825823,0.8968312297218345,0.7760130002058945,output/0.45_0.9.png,1
0.46,0.9,710,383,327,0.5799745467124481,0.8967627041803006,0.7952068627632665,output/0.46_0.9.png,1
0.41,0.85,710,418,292,0.594728183741888,0.843605257236156,0.689658399571429,output/0.41_0.85.png,1
0.42,0.85,710,411,299,0.5919166364635526,0.8434324569254213,0.6959645209222186,output/0.42_0.85.png,1
0.43,0.85,710,404,306,0.5890339462183454,0.8432575755413032,0.7043966378311823,output/0.43_0.85.png,1
0.44,0.85,710,397,313,0.5860864167982205,0.843079972608828,0.7169373902793991,output/0.44_0.85.png,1
0.45,0.85,710,390,320,0.5830768812825823,0.8429013199351807,0.7317628178168454,output/0.45_0.85.png,1
0.46,0.85,710,383,327,0.5799745467124481,0.8427198774695,0.7490658592791103,output/0.46_0.85.png,1
0.47,0.9,710,376,334,0.5767958436270348,0.8966951893456219,0.8168349688045893,output/0.47_0.9.png,1
0.48,0.9,710,369,341,0.5735268201461922,0.8966269134209913,0.8408496918718709,output/0.48_0.9.png,0
0.49,0.9,710,362,348,0.5701538424668946,0.8965578927470547,0.8670347605497493,output/0.49_0.9.png,0
0.5,0.9,710,355,355,0.566669333315133,0.8964894249409333,0.8964894249409333,output/0.5_0.9.png,0

0.47,0.88,710,376,334,0.5767958436270348,0.8751191075244712,0.7976689812294181,output/0.47_0.88.png,1
0.48,0.88,710,369,341,0.5735268201461922,0.8749997170681553,0.8208635835891689,output/0.48_0.88.png,0
0.49,0.88,710,362,348,0.5701538424668946,0.8748789467399207,0.8461942268191343,output/0.49_0.88.png,0
0.5,0.88,710,355,355,0.566669333315133,0.8747605379671838,0.8747605379671838,output/0.5_0.88.png,0
0.47,0.86,710,376,334,0.5767958436270348,0.8541031470734869,0.7790005482756183,output/0.47_0.86.png,1
0.48,0.86,710,369,341,0.5735268201461922,0.8539654623430127,0.8014254240735221,output/0.48_0.86.png,0
0.49,0.86,710,362,348,0.5701538424668946,0.8538297589107452,0.8259590959778276,output/0.49_0.86.png,0
0.5,0.86,710,355,355,0.566669333315133,0.8536960169728791,0.8536960169728791,output/0.5_0.86.png,0
0.47,0.84,710,376,334,0.5767958436270348,0.8306433242509499,0.7581612375768753,output/0.47_0.84.png,0
0.48,0.84,710,369,341,0.5735268201461922,0.8304253659947812,0.7796715680985982,output/0.48_0.84.png,0
0.49,0.84,710,362,348,0.5701538424668946,0.8302060508990435,0.8032490120328767,output/0.49_0.84.png,0
0.5,0.84,710,355,355,0.566669333315133,0.8299852737559338,0.8299852737559338,output/0.5_0.84.png,0
0.46,0.84,710,383,327,0.5799745467124481,0.8308645531377576,0.7389439505154555,output/0.46_0.84.png,1
0.45,0.84,710,390,320,0.5830768812825823,0.8310875754077782,0.7220694889738484,output/0.45_0.84.png,1
